flags,utterance,category,intent,Column1,Column2
BIP,could you show me your money back policy?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: could you show me your money back policy?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you show me your money back policy?

Category: REFUND

<|endoftext|>"
BIP,could I check in what cases can I ask for a refund?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: could I check in what cases can I ask for a refund?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could I check in what cases can I ask for a refund?

Category: REFUND

<|endoftext|>"
BI,is it possible to check your money back policy?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: is it possible to check your money back policy?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: is it possible to check your money back policy?

Category: REFUND

<|endoftext|>"
B,show me your refund policy,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: show me your refund policy

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: show me your refund policy

Category: REFUND

<|endoftext|>"
B,assistance checking in what cases can I ask for refunds,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: assistance checking in what cases can I ask for refunds

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance checking in what cases can I ask for refunds

Category: REFUND

<|endoftext|>"
B,I want help to check your refund policy,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I want help to check your refund policy

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want help to check your refund policy

Category: REFUND

<|endoftext|>"
B,help me to check your refund policy,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: help me to check your refund policy

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to check your refund policy

Category: REFUND

<|endoftext|>"
BP,I would like to check how long refunds usually take,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I would like to check how long refunds usually take

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I would like to check how long refunds usually take

Category: REFUND

<|endoftext|>"
B,I don't know what I have to do to check your refund policy,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I don't know what I have to do to check your refund policy

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I don't know what I have to do to check your refund policy

Category: REFUND

<|endoftext|>"
BI,how do I check your money back policy?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: how do I check your money back policy?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how do I check your money back policy?

Category: REFUND

<|endoftext|>"
B,I want to check how long refunds take,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I want to check how long refunds take

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want to check how long refunds take

Category: REFUND

<|endoftext|>"
B,help to check in what cases can I ask for a refund,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: help to check in what cases can I ask for a refund

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help to check in what cases can I ask for a refund

Category: REFUND

<|endoftext|>"
B,help checking how long refunds take,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: help checking how long refunds take

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help checking how long refunds take

Category: REFUND

<|endoftext|>"
B,I need help to check in what cases can I ask for a refund,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I need help to check in what cases can I ask for a refund

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I need help to check in what cases can I ask for a refund

Category: REFUND

<|endoftext|>"
B,I want assistance to check how long refunds usually take,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I want assistance to check how long refunds usually take

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want assistance to check how long refunds usually take

Category: REFUND

<|endoftext|>"
B,I try to check in what cases can I ask for my money back,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I try to check in what cases can I ask for my money back

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I try to check in what cases can I ask for my money back

Category: REFUND

<|endoftext|>"
B,I want to check your money back policy,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I want to check your money back policy

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I want to check your money back policy

Category: REFUND

<|endoftext|>"
BI,where to check your money back policy?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: where to check your money back policy?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: where to check your money back policy?

Category: REFUND

<|endoftext|>"
B,help me checking in what cases can I ask for a refund,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: help me checking in what cases can I ask for a refund

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me checking in what cases can I ask for a refund

Category: REFUND

<|endoftext|>"
BI,what do I have to do to check your refund policy?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: what do I have to do to check your refund policy?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: what do I have to do to check your refund policy?

Category: REFUND

<|endoftext|>"
B,show me under what circumstances can I ask for my money back,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: show me under what circumstances can I ask for my money back

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: show me under what circumstances can I ask for my money back

Category: REFUND

<|endoftext|>"
BIP,could you show me your refund policy?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: could you show me your refund policy?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you show me your refund policy?

Category: REFUND

<|endoftext|>"
B,assistance checking how long refunds take,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: assistance checking how long refunds take

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: assistance checking how long refunds take

Category: REFUND

<|endoftext|>"
BIP,could you show me in what cases can I ask for my money back?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: could you show me in what cases can I ask for my money back?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: could you show me in what cases can I ask for my money back?

Category: REFUND

<|endoftext|>"
BI,how to check your money back policy?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: how to check your money back policy?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: how to check your money back policy?

Category: REFUND

<|endoftext|>"
B,I can't check your refund policy,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: I can't check your refund policy

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: I can't check your refund policy

Category: REFUND

<|endoftext|>"
BI,can you show me in what cases can I ask for my money back?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: can you show me in what cases can I ask for my money back?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you show me in what cases can I ask for my money back?

Category: REFUND

<|endoftext|>"
BI,can you help me check how long refunds usually take?,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: can you help me check how long refunds usually take?

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: can you help me check how long refunds usually take?

Category: REFUND

<|endoftext|>"
B,help me to check how long refunds take,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: help me to check how long refunds take

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me to check how long refunds take

Category: REFUND

<|endoftext|>"
B,help me checking your refund policy,REFUND,check_refund_policy,"Classify the Intent of the Dialogue.

Dialogue: help me checking your refund policy

Intent: check_refund_policy

<|endoftext|>","Classify the Category of the Dialogue.

Dialogue: help me checking your refund policy

Category: REFUND

<|endoftext|>"
